State,Fund,Company Name,Deployment Year,Locations Obligation through Deployment Year,Locations Deployed through Deployment Year,Total Support Disbursed through Deployment Year
MS,ACAM,AMERICAN GEORGETOWN INC.,2017,,321,440830.68
MS,ACAM,AMERICAN GEORGETOWN INC.,2018,,321,850562.16
MS,ACAM,AMERICAN GEORGETOWN INC.,2019,,321,1229194.32
MS,ACAM,AMERICAN GEORGETOWN INC.,2020,128,324,1576727.28
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2009,,151,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2010,,151,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2011,,3731,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2012,,3731,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2013,,3731,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2014,,3731,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2015,,4833,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2016,,4833,0
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2017,,4843,1856144.88
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2018,,4943,4367400
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2019,,4943,6633906.12
MS,ACAM,FAIL TELECOMMUNICATION CORPORATION,2020,2041,4943,8900412.24
MS,ACAM,"TELAPEX, INC.",2016,,7058,0
MS,ACAM,"TELAPEX, INC.",2017,,7059,6649903.2
MS,ACAM,"TELAPEX, INC.",2018,,8466,13859569.2
MS,ACAM,"TELAPEX, INC.",2019,,8623,21419882.76
MS,ACAM,"TELAPEX, INC.",2020,3690,8807,28980196.32
MS,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2015,,207,0
MS,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2016,,274,0
MS,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2017,,303,2412623.76
MS,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2018,,323,5079208.08
MS,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2019,,384,7782689.76
MS,ACAM,"TELEPHONE AND DATA SYSTEMS, INC.",2020,2023,2314,10486171.44
MS,ACAM,TELEPHONE ELECTRONICS CORPORATION,2015,,6134,0
MS,ACAM,TELEPHONE ELECTRONICS CORPORATION,2016,,6202,0
MS,ACAM,TELEPHONE ELECTRONICS CORPORATION,2017,,7219,3958623.84
MS,ACAM,TELEPHONE ELECTRONICS CORPORATION,2018,,8510,8250469.2
MS,ACAM,TELEPHONE ELECTRONICS CORPORATION,2019,,8510,12534136.56
MS,ACAM,TELEPHONE ELECTRONICS CORPORATION,2020,3828,9344,16817803.92
MS,ACAM,"TRACEROAD, INC.",2017,,364,356621.04
MS,ACAM,"TRACEROAD, INC.",2018,,374,743261.28
MS,ACAM,"TRACEROAD, INC.",2019,,429,1152351.84
MS,ACAM,"TRACEROAD, INC.",2020,270,707,1561442.4
MS,ACAM II,"DECATUR HOLDING COMPANY, INC.",2018,,10,0
MS,ACAM II,"DECATUR HOLDING COMPANY, INC.",2019,,566,553898.16
MS,ACAM II,"DECATUR HOLDING COMPANY, INC.",2020,,648,1269520.32
MS,CAF II,AT&T INC.,2016,,1425,66592410
MS,CAF II,AT&T INC.,2017,53593,12929,126673927
MS,CAF II,AT&T INC.,2018,80389,18520,180244544
MS,CAF II,AT&T INC.,2019,107185,39776,230017136
MS,CAF II,AT&T INC.,2020,133981,148145,279789728
MS,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2017,1012,1140,816996
MS,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2018,1517,1590,1633992
MS,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2019,2023,2050,2450988
MS,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2020,2528,2605,3267984
MS,CAF II,"WINDSTREAM HOLDINGS, INC.",2019,2208,2565,917400
MS,CAF II,"WINDSTREAM HOLDINGS, INC.",2020,2760,2949,1834800
MT,ACAM,BLACKFOOT TEL - BTC,2013,,8930,0
MT,ACAM,BLACKFOOT TEL - BTC,2015,,8930,0
MT,ACAM,SOUTHERN MONTANA TEL,2012,,618,0
MT,ACAM,SOUTHERN MONTANA TEL,2013,,618,0
MT,ACAM,SOUTHERN MONTANA TEL,2014,,618,0
MT,ACAM,SOUTHERN MONTANA TEL,2015,,939,0
MT,ACAM,SOUTHERN MONTANA TEL,2016,,939,0
MT,ACAM,SOUTHERN MONTANA TEL,2017,,986,2756877.24
MT,ACAM,SOUTHERN MONTANA TEL,2018,,1024,5455833.84
MT,ACAM,SOUTHERN MONTANA TEL,2019,,1063,8154790.44
MT,ACAM,SOUTHERN MONTANA TEL,2020,332,1063,10853747.04
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2000,,1,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2001,,1,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2002,,1,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2003,,1,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2004,,651,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2005,,651,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2006,,2034,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2007,,4352,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2008,,5744,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2009,,6922,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2010,,8339,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2011,,8339,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2012,,9058,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2013,,9277,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2014,,9318,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2015,,9528,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2016,,9651,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2017,,9716,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2018,,9790,0
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2019,,9879,6912920.76
MT,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2020,,10258,20470526.28
MT,ACAM II,NORTHERN TEL COOP,2007,,6,0
MT,ACAM II,NORTHERN TEL COOP,2008,,6,0
MT,ACAM II,NORTHERN TEL COOP,2009,,124,0
MT,ACAM II,NORTHERN TEL COOP,2010,,138,0
MT,ACAM II,NORTHERN TEL COOP,2011,,141,0
MT,ACAM II,NORTHERN TEL COOP,2012,,251,0
MT,ACAM II,NORTHERN TEL COOP,2013,,406,0
MT,ACAM II,NORTHERN TEL COOP,2014,,459,0
MT,ACAM II,NORTHERN TEL COOP,2015,,570,0
MT,ACAM II,NORTHERN TEL COOP,2016,,632,0
MT,ACAM II,NORTHERN TEL COOP,2017,,812,0
MT,ACAM II,NORTHERN TEL COOP,2018,,1149,0
MT,ACAM II,NORTHERN TEL COOP,2019,,1340,1461598.2
MT,ACAM II,NORTHERN TEL COOP,2020,,1413,3920072.4
MT,CAF II,"CENTURYLINK, INC.",2015,,316,7581810
MT,CAF II,"CENTURYLINK, INC.",2016,,966,22777434
MT,CAF II,"CENTURYLINK, INC.",2017,13456,1689,37973058
MT,CAF II,"CENTURYLINK, INC.",2018,20183,3543,53168682
MT,CAF II,"CENTURYLINK, INC.",2019,26911,7550,68364306
MT,CAF II,"CENTURYLINK, INC.",2020,33638,32374,83559930
MT,CAF II,"NORTHWEST FIBER, LLC",2015,,646,787916
MT,CAF II,"NORTHWEST FIBER, LLC",2016,,707,1902404
MT,CAF II,"NORTHWEST FIBER, LLC",2017,922,1145,3016892
MT,CAF II,"NORTHWEST FIBER, LLC",2018,1382,1670,4131380
MT,CAF II,"NORTHWEST FIBER, LLC",2019,1843,1955,5245868
MT,CAF II,"NORTHWEST FIBER, LLC",2020,2303,2376,6360356
MT,CAF-BLS,3-RIVERS TEL COOP,2016,,747,0
MT,CAF-BLS,3-RIVERS TEL COOP,2017,,1785,10023792
MT,CAF-BLS,3-RIVERS TEL COOP,2018,,3894,26035236
MT,CAF-BLS,3-RIVERS TEL COOP,2019,,5161,47911350
MT,CAF-BLS,3-RIVERS TEL COOP,2020,,6524,66943230
MT,CAF-BLS,CENTRAL MONTANA,2016,,241,0
MT,CAF-BLS,CENTRAL MONTANA,2017,,360,3527898
MT,CAF-BLS,CENTRAL MONTANA,2018,,674,7523340
MT,CAF-BLS,CENTRAL MONTANA,2019,,983,12274746
MT,CAF-BLS,CENTRAL MONTANA,2020,,1184,17116842
MT,CAF-BLS,INTERBEL TEL COOP,2016,,40,0
MT,CAF-BLS,INTERBEL TEL COOP,2017,,77,1902498
MT,CAF-BLS,INTERBEL TEL COOP,2018,,134,4057194
MT,CAF-BLS,INTERBEL TEL COOP,2019,,166,6514836
MT,CAF-BLS,INTERBEL TEL COOP,2020,,269,8809218
MT,CAF-BLS,TRIANGLE TEL COOP,2016,,921,0
MT,CAF-BLS,TRIANGLE TEL COOP,2017,,1703,5720946
MT,CAF-BLS,TRIANGLE TEL COOP,2018,,2063,12486942
MT,CAF-BLS,TRIANGLE TEL COOP,2019,,2518,20558712
MT,CAF-BLS,TRIANGLE TEL COOP,2020,,3245,28276668
MT,ACAM,BLACKFOOT TEL - BTC,2004,,196,0
MT,ACAM,BLACKFOOT TEL - BTC,2005,,763,0
MT,ACAM,BLACKFOOT TEL - BTC,2006,,1848,0
MT,ACAM,BLACKFOOT TEL - BTC,2007,,5033,0
MT,ACAM,BLACKFOOT TEL - BTC,2008,,7741,0
MT,ACAM,BLACKFOOT TEL - BTC,2009,,8835,0
MT,ACAM,BLACKFOOT TEL - BTC,2010,,8840,0
MT,ACAM,BLACKFOOT TEL - BTC,2011,,8874,0
MT,ACAM,BLACKFOOT TEL - BTC,2012,,8930,0
MT,ACAM,BLACKFOOT TEL - BTC,2014,,8930,0
MT,ACAM,BLACKFOOT TEL - BTC,2016,,9729,0
MT,ACAM,BLACKFOOT TEL - BTC,2017,,9890,10104544.68
MT,ACAM,BLACKFOOT TEL - BTC,2018,,9890,23775399.36
MT,ACAM,BLACKFOOT TEL - BTC,2019,,12047,37449846.01
MT,ACAM,BLACKFOOT TEL - BTC,2020,5027,14304,51124292.65
MT,ACAM,"COMMUNITYTEL, INC.",2017,,10,729857.04
MT,ACAM,"COMMUNITYTEL, INC.",2018,,21,1521150.72
MT,ACAM,"COMMUNITYTEL, INC.",2019,,206,2306730.6
MT,ACAM,"COMMUNITYTEL, INC.",2020,457,457,3092310.48
MT,ACAM,HOT SPRINGS TEL CO,2012,,655,0
MT,ACAM,HOT SPRINGS TEL CO,2013,,655,0
MT,ACAM,HOT SPRINGS TEL CO,2014,,967,0
MT,ACAM,HOT SPRINGS TEL CO,2015,,969,0
MT,ACAM,HOT SPRINGS TEL CO,2016,,970,0
MT,ACAM,HOT SPRINGS TEL CO,2017,,997,692736
MT,ACAM,HOT SPRINGS TEL CO,2018,,999,1629967.2
MT,ACAM,HOT SPRINGS TEL CO,2019,,1006,2607513.84
MT,ACAM,HOT SPRINGS TEL CO,2020,343,1006,3585060.48
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2010,,29,0
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2011,,29,0
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2012,,29,0
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2013,,29,0
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2014,,110,0
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2015,,110,0
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2016,,124,0
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2017,,141,781567.8
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2018,,439,1838983.2
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2019,,937,2947375.8
MT,ACAM,"LINCOLN TELEPHONE COMPANY, INC.",2020,368,937,4055768.4
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2009,,4,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2010,,32,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2011,,33,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2012,,51,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2013,,150,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2014,,250,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2015,,313,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2016,,433,0
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2017,,1155,9847607.88
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2018,,1993,20524148.88
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2019,,2593,33444699.12
MT,ACAM,"MID-RIVERS TELEPHONE COOPERATIVE, INC.",2020,2020,2995,46365249.36
MT,ACAM,"RANGE TELEPHONE COOPERATIVE, INC.",2014,,158,0
MT,ACAM,"RANGE TELEPHONE COOPERATIVE, INC.",2015,,895,0
MT,ACAM,"RANGE TELEPHONE COOPERATIVE, INC.",2016,,1282,0
MT,ACAM,"RANGE TELEPHONE COOPERATIVE, INC.",2017,,1386,4062954.84
MT,ACAM,"RANGE TELEPHONE COOPERATIVE, INC.",2018,,1801,8553589.2
MT,ACAM,"RANGE TELEPHONE COOPERATIVE, INC.",2019,,1830,14008182.72
MT,ACAM,"RANGE TELEPHONE COOPERATIVE, INC.",2020,780,1879,19462776.24
MT,ACAM,SOUTHERN MONTANA TEL,2009,,158,0
MT,ACAM,SOUTHERN MONTANA TEL,2010,,158,0
MT,ACAM,SOUTHERN MONTANA TEL,2011,,270,0
NC,CAF-BLS,YADKIN VALLEY TELEPHONE MEMBERSHIP CORPORATION,2020,,3740,17426718
NC,CAF II,AT&T INC.,2018,7884,3775,11283853
NC,CAF II,AT&T INC.,2019,10512,7786,14782741
NC,CAF II,AT&T INC.,2020,13139,14317,18281629
NC,CAF II,"CENTURYLINK, INC.",2015,,665,4465340
NC,CAF II,"CENTURYLINK, INC.",2016,,3080,15083766
NC,CAF II,"CENTURYLINK, INC.",2017,14464,4657,25466051
NC,CAF II,"CENTURYLINK, INC.",2018,21696,5670,35612188
NC,CAF II,"CENTURYLINK, INC.",2019,28928,14585,45620572
NC,CAF II,"CENTURYLINK, INC.",2020,36159,54175,55628956
NC,CAF-BLS,YADKIN VALLEY TELEPHONE MEMBERSHIP CORPORATION,2019,,3143,12322752
NC,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2015,,1615,3680305
NC,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2016,,4087,9409458
NC,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2017,4793,4160,14312932
NC,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2018,7189,7644,18390734
NC,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2019,9585,9835,21986894
NC,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2020,11981,12036,25583054
NC,CAF II,"WINDSTREAM HOLDINGS, INC.",2019,5591,8035,1952076
NC,CAF II,"WINDSTREAM HOLDINGS, INC.",2020,6988,9051,3904152
NC,CAF-BLS,ATLANTIC TELEPHONE MEMBERSHIP CORPORATION,2016,,1055,0
NC,CAF-BLS,ATLANTIC TELEPHONE MEMBERSHIP CORPORATION,2017,,3258,2658636
NC,CAF-BLS,ATLANTIC TELEPHONE MEMBERSHIP CORPORATION,2018,,8913,5796126
NC,CAF-BLS,ATLANTIC TELEPHONE MEMBERSHIP CORPORATION,2019,,11302,10286658
NC,CAF-BLS,ATLANTIC TELEPHONE MEMBERSHIP CORPORATION,2020,,11566,18211044
NC,CAF-BLS,"COMPORIUM, INC.",2016,,1650,0
NC,CAF-BLS,"COMPORIUM, INC.",2017,,5696,1585560
NC,CAF-BLS,"COMPORIUM, INC.",2018,,7296,3403452
NC,CAF-BLS,"COMPORIUM, INC.",2019,,8534,5576052
NC,CAF-BLS,"COMPORIUM, INC.",2020,,8595,7278648
NC,CAF-BLS,ELLERBE TEL CO,2019,,10,369264
NC,CAF-BLS,ELLERBE TEL CO,2020,,10,757338
NC,CAF-BLS,RANDOLPH MEMBERSHIP,2016,,256,0
NC,CAF-BLS,RANDOLPH MEMBERSHIP,2017,,929,1684902
NC,CAF-BLS,RANDOLPH MEMBERSHIP,2018,,1522,3813558
NC,CAF-BLS,RANDOLPH MEMBERSHIP,2019,,2148,6581766
NC,CAF-BLS,RANDOLPH MEMBERSHIP,2020,,2687,9430836
NC,CAF-BLS,"RIVERSTREET MANAGEMENT SERVICES, LLC D/B/A RIVERSTREET NETWORKS",2016,,11,0
NC,CAF-BLS,"RIVERSTREET MANAGEMENT SERVICES, LLC D/B/A RIVERSTREET NETWORKS",2017,,81,616308
NC,CAF-BLS,"RIVERSTREET MANAGEMENT SERVICES, LLC D/B/A RIVERSTREET NETWORKS",2018,,1322,1554246
NC,CAF-BLS,"RIVERSTREET MANAGEMENT SERVICES, LLC D/B/A RIVERSTREET NETWORKS",2019,,1571,2947440
NC,CAF-BLS,"RIVERSTREET MANAGEMENT SERVICES, LLC D/B/A RIVERSTREET NETWORKS",2020,,1574,4054308
NC,CAF-BLS,SKYLINE MEMBERSHIP,2016,,1003,0
NC,CAF-BLS,SKYLINE MEMBERSHIP,2017,,1003,3531342
NC,CAF-BLS,SKYLINE MEMBERSHIP,2018,,1003,8456394
NC,CAF-BLS,SKYLINE MEMBERSHIP,2019,,1020,15799446
NC,CAF-BLS,SKYLINE MEMBERSHIP,2020,,1020,22822128
NC,CAF-BLS,STAR TELEPHONE MEMBERSHIP CORPORATION,2017,,538,1391532
NC,CAF-BLS,STAR TELEPHONE MEMBERSHIP CORPORATION,2018,,1155,3148764
NC,CAF-BLS,STAR TELEPHONE MEMBERSHIP CORPORATION,2019,,1549,5510652
NC,CAF-BLS,STAR TELEPHONE MEMBERSHIP CORPORATION,2020,,2214,7608420
NC,CAF-BLS,SURRY TELEPHONE MEMBERSHIP CORPORATION,2016,,843,0
NC,CAF-BLS,SURRY TELEPHONE MEMBERSHIP CORPORATION,2017,,1521,1443870
NC,CAF-BLS,SURRY TELEPHONE MEMBERSHIP CORPORATION,2018,,2699,3258702
NC,CAF-BLS,SURRY TELEPHONE MEMBERSHIP CORPORATION,2019,,4165,5644290
NC,CAF-BLS,SURRY TELEPHONE MEMBERSHIP CORPORATION,2020,,5072,7843740
NC,CAF-BLS,WILKES TELECOMMUNICATIONS,2018,,38,2282742
NC,CAF-BLS,WILKES TELECOMMUNICATIONS,2019,,47,4780974
NC,CAF-BLS,WILKES TELECOMMUNICATIONS,2020,,59,7823388
NC,CAF-BLS,WILKES TELEPHONE MEMBERSHIP CORPORATION,2017,,8,423168
NC,CAF-BLS,WILKES TELEPHONE MEMBERSHIP CORPORATION,2018,,17,943440
NC,CAF-BLS,WILKES TELEPHONE MEMBERSHIP CORPORATION,2019,,23,1603476
NC,CAF-BLS,WILKES TELEPHONE MEMBERSHIP CORPORATION,2020,,46,2043714
NC,CAF-BLS,YADKIN VALLEY TELEPHONE MEMBERSHIP CORPORATION,2016,,872,0
NC,CAF-BLS,YADKIN VALLEY TELEPHONE MEMBERSHIP CORPORATION,2017,,2222,2766558
NC,CAF-BLS,YADKIN VALLEY TELEPHONE MEMBERSHIP CORPORATION,2018,,3143,6711090
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2012,,10,0
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2013,,10,0
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2014,,10,0
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2015,,10,0
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2016,,10,0
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2017,,11,0
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2018,,11,0
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2019,,11,2713715.16
NC,ACAM II,NORTH STATE TELECOMMUNICATIONS CORPORATION,2020,,11,9677361.6
NC,CAF II,AT&T INC.,2016,,131,3927010
NC,CAF II,AT&T INC.,2017,5256,2736,7688295
ND,ACAM II,UTMA,2008,,239,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2010,,1902,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2011,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2012,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2013,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2014,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2015,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2016,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2017,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2018,,2937,0
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2019,,2940,4571551.56
ND,ACAM II,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,2020,,2943,11012373.12
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2005,,515,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2006,,761,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2007,,1265,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2008,,2288,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2009,,3009,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2010,,3486,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2011,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2012,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2013,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2014,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2015,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2016,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2017,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2018,,4444,0
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2019,,4444,6505586.64
ND,ACAM II,DICKEY RURAL TELEPHONE COOPERATIVE,2020,,4444,15626681.28
ND,ACAM II,GRIGGS COUNTY TELEPHONE COMPANY,2017,,20,0
ND,ACAM II,GRIGGS COUNTY TELEPHONE COMPANY,2018,,20,0
ND,ACAM II,GRIGGS COUNTY TELEPHONE COMPANY,2019,,31,2246008.56
ND,ACAM II,GRIGGS COUNTY TELEPHONE COMPANY,2020,,616,4942572.12
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2003,,8,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2004,,8,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2005,,8,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2006,,9,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2007,,10,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2008,,215,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2009,,245,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2010,,1737,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2011,,1740,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2012,,1755,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2013,,1757,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2014,,1763,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2015,,1777,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2016,,1784,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2017,,1787,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2018,,1790,0
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2019,,1886,1209499.8
ND,ACAM II,"NEMONT TELEPHONE COOPERATIVE, INC.",2020,,1948,3463967.4
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2008,,139,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2009,,485,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2010,,568,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2011,,568,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2012,,766,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2013,,1318,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2014,,2950,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2015,,4645,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2016,,4930,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2017,,4932,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2018,,4938,0
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2019,,4947,5210534.4
ND,ACAM II,POLAR COMMUNICATION MUTUAL AID CORPORATION,2020,,4958,13622698.8
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2005,,255,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2006,,467,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2007,,487,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2008,,559,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2009,,679,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2010,,760,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2011,,1011,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2012,,1404,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2013,,1851,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2014,,1896,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2015,,1941,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2016,,2026,0
ND,ACAM II,RED RIVER RURAL TELEPHONE ASSOCIATION,2017,,2051,0
