State,Fund,Company Name,Deployment Year,Locations Obligation through Deployment Year,Locations Deployed through Deployment Year,Total Support Disbursed through Deployment Year
TX,ACAM,"COLORADO VALLEY TELEPHONE COOPERATIVE, INC.",2018,,5754,8887305.84
TX,ACAM,"COLORADO VALLEY TELEPHONE COOPERATIVE, INC.",2019,,5898,13487970.24
TX,ACAM,"COLORADO VALLEY TELEPHONE COOPERATIVE, INC.",2020,2932,6678,18088634.64
TX,ACAM,"COLSTON ENTERPRISES, INC.",2015,,11,0
TX,ACAM,"COLSTON ENTERPRISES, INC.",2016,,219,0
TX,ACAM,"COLSTON ENTERPRISES, INC.",2017,,224,2731530.6
TX,ACAM,"COLSTON ENTERPRISES, INC.",2018,,332,5199745.8
TX,ACAM,"COLSTON ENTERPRISES, INC.",2019,,332,7404645.6
TX,ACAM,"COLSTON ENTERPRISES, INC.",2020,105,346,9346230
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2011,,32,0
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2012,,32,0
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2013,,32,0
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2014,,32,0
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2015,,32,0
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2016,,32,0
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2017,,36,102995.64
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2018,,37,214661.28
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2019,,37,345256.8
TX,ACAM,"ENMR TELEPHONE COOPERATIVE, INC.",2020,36,49,475852.32
TX,ACAM,ETEX TEL COOP INC,2006,,8,0
TX,ACAM,ETEX TEL COOP INC,2007,,15,0
TX,ACAM,ETEX TEL COOP INC,2008,,34,0
TX,ACAM,ETEX TEL COOP INC,2009,,40,0
TX,ACAM,ETEX TEL COOP INC,2010,,41,0
TX,ACAM,ETEX TEL COOP INC,2011,,53,0
TX,ACAM,ETEX TEL COOP INC,2012,,53,0
TX,ACAM,ETEX TEL COOP INC,2013,,53,0
TX,ACAM,ETEX TEL COOP INC,2014,,114,0
TX,ACAM,ETEX TEL COOP INC,2015,,223,0
TX,ACAM,ETEX TEL COOP INC,2016,,482,0
TX,ACAM,ETEX TEL COOP INC,2017,,978,5530737.36
TX,ACAM,ETEX TEL COOP INC,2018,,1566,10668424.2
TX,ACAM,ETEX TEL COOP INC,2019,,2155,15413060.52
TX,ACAM,ETEX TEL COOP INC,2020,2248,2923,19764646.32
TX,ACAM,"FIVE AREA TELEPHONE COOPERATIVE, INC.",2016,,273,0
TX,ACAM,"FIVE AREA TELEPHONE COOPERATIVE, INC.",2017,,704,4159911.24
TX,ACAM,"FIVE AREA TELEPHONE COOPERATIVE, INC.",2018,,1071,8100879.84
TX,ACAM,"FIVE AREA TELEPHONE COOPERATIVE, INC.",2019,,1285,11822905.68
TX,ACAM,"FIVE AREA TELEPHONE COOPERATIVE, INC.",2020,539,1587,15325988.88
TX,ACAM,INDUSTRY TEL CO,2015,,27,0
TX,ACAM,INDUSTRY TEL CO,2016,,1110,0
TX,ACAM,INDUSTRY TEL CO,2017,,1317,2291026.56
TX,ACAM,INDUSTRY TEL CO,2018,,1820,4461472.8
TX,ACAM,INDUSTRY TEL CO,2019,,1837,6563702.52
TX,ACAM,INDUSTRY TEL CO,2020,888,1872,8665932.24
TX,ACAM,MID-PLAINS RURAL TEL,2013,,167,0
TX,ACAM,MID-PLAINS RURAL TEL,2015,,1400,0
TX,ACAM,MID-PLAINS RURAL TEL,2016,,1648,0
TX,ACAM,MID-PLAINS RURAL TEL,2017,,1720,3918695.76
TX,ACAM,MID-PLAINS RURAL TEL,2018,,1808,7631144.52
TX,ACAM,MID-PLAINS RURAL TEL,2019,,1899,12026084.76
TX,ACAM,MID-PLAINS RURAL TEL,2020,1043,1993,16421025
TX,ACAM,POKA-LAMBRO TEL COOP,2009,,2,0
TX,ACAM,POKA-LAMBRO TEL COOP,2010,,49,0
TX,ACAM,POKA-LAMBRO TEL COOP,2011,,66,0
TX,ACAM,POKA-LAMBRO TEL COOP,2012,,154,0
TX,ACAM,POKA-LAMBRO TEL COOP,2013,,207,0
TX,ACAM,POKA-LAMBRO TEL COOP,2014,,216,0
TX,ACAM,POKA-LAMBRO TEL COOP,2015,,286,0
TX,ACAM,POKA-LAMBRO TEL COOP,2016,,452,0
TX,ACAM,POKA-LAMBRO TEL COOP,2017,,664,2072067.84
TX,ACAM,POKA-LAMBRO TEL COOP,2018,,953,4318554.48
TX,ACAM,POKA-LAMBRO TEL COOP,2019,,1184,7047086.88
TX,ACAM,POKA-LAMBRO TEL COOP,2020,402,1245,9775619.28
TX,ACAM,TAYLOR TEL CO-OP INC,2000,,3850,0
TX,ACAM,TAYLOR TEL CO-OP INC,2001,,3850,0
TX,ACAM,TAYLOR TEL CO-OP INC,2002,,3850,0
TX,ACAM,TAYLOR TEL CO-OP INC,2003,,3850,0
TX,ACAM,TAYLOR TEL CO-OP INC,2004,,3850,0
TX,ACAM,TAYLOR TEL CO-OP INC,2005,,3850,0
TX,ACAM,TAYLOR TEL CO-OP INC,2006,,3905,0
TX,ACAM,TAYLOR TEL CO-OP INC,2007,,3905,0
TX,ACAM,TAYLOR TEL CO-OP INC,2008,,3905,0
TX,ACAM,TAYLOR TEL CO-OP INC,2009,,3905,0
TX,ACAM,TAYLOR TEL CO-OP INC,2010,,3905,0
TX,ACAM,TAYLOR TEL CO-OP INC,2011,,3905,0
TX,ACAM,TAYLOR TEL CO-OP INC,2012,,4000,0
TX,ACAM,TAYLOR TEL CO-OP INC,2013,,4000,0
TX,ACAM,TAYLOR TEL CO-OP INC,2014,,4008,0
TX,ACAM,TAYLOR TEL CO-OP INC,2015,,4130,0
TX,ACAM,TAYLOR TEL CO-OP INC,2016,,4321,0
TX,ACAM,TAYLOR TEL CO-OP INC,2017,,4600,3582603.84
TX,ACAM,TAYLOR TEL CO-OP INC,2018,,4600,6987373.2
TX,ACAM,TAYLOR TEL CO-OP INC,2019,,4913,10824931.68
TX,ACAM,TAYLOR TEL CO-OP INC,2020,1571,4913,14662490.16
TX,ACAM,TOTE HOLDINGS LLC,2014,,1399,0
TX,ACAM,TOTE HOLDINGS LLC,2015,,1430,0
TX,ACAM,TOTE HOLDINGS LLC,2016,,1430,0
TX,ACAM,TOTE HOLDINGS LLC,2017,,2260,3563703.36
TX,ACAM,TOTE HOLDINGS LLC,2018,,2878,7502533.68
TX,ACAM,TOTE HOLDINGS LLC,2019,,3120,11688752.52
TX,ACAM,TOTE HOLDINGS LLC,2020,1652,3635,15874971.36
TX,ACAM,WEST TEXAS RURAL TEL,2016,,160,0
TX,ACAM,WEST TEXAS RURAL TEL,2017,,270,2524635.24
TX,ACAM,WEST TEXAS RURAL TEL,2018,,627,5261784.48
TX,ACAM,WEST TEXAS RURAL TEL,2019,,767,8566394.4
TX,ACAM,WEST TEXAS RURAL TEL,2020,496,1256,11871004.32
TX,ACAM,WES-TEX TEL CO-OP,2015,,2107,0
TX,ACAM,WES-TEX TEL CO-OP,2016,,2202,0
TX,ACAM,WES-TEX TEL CO-OP,2017,,2221,3285356.28
TX,ACAM,WES-TEX TEL CO-OP,2018,,2247,6847261.2
TX,ACAM,WES-TEX TEL CO-OP,2019,,2304,11272515.6
TX,ACAM,WES-TEX TEL CO-OP,2020,551,2305,15697770
TX,ACAM II,AMERICAN BROADBAND COMMUNICATIONS ET AL.,2017,,31,0
TX,ACAM II,AMERICAN BROADBAND COMMUNICATIONS ET AL.,2018,,182,0
TX,ACAM II,AMERICAN BROADBAND COMMUNICATIONS ET AL.,2019,,251,200120.16
TX,ACAM II,AMERICAN BROADBAND COMMUNICATIONS ET AL.,2020,,251,572068.32
TX,ACAM II,CAP ROCK TEL COOP,2015,,220,0
TX,ACAM II,CAP ROCK TEL COOP,2016,,616,0
TX,ACAM II,CAP ROCK TEL COOP,2017,,892,0
TX,ACAM II,CAP ROCK TEL COOP,2018,,1218,0
TX,ACAM II,CAP ROCK TEL COOP,2019,,1408,2180149.8
TX,ACAM II,CAP ROCK TEL COOP,2020,,2892,6458490.6
TX,ACAM II,COLEMAN COUNTY CO-OP,2016,,2089,0
TX,ACAM II,COLEMAN COUNTY CO-OP,2017,,2089,0
TX,ACAM II,COLEMAN COUNTY CO-OP,2018,,2187,0
TX,ACAM II,COLEMAN COUNTY CO-OP,2019,,2311,2182043.16
TX,ACAM II,COLEMAN COUNTY CO-OP,2020,,2312,6183189.36
TX,ACAM II,"CUMBY TELEPHONE COOPERATIVE, INC.",2020,,590,418808.4
TX,ACAM II,HILL COUNTRY CO-OP,2016,,3469,0
TX,ACAM II,HILL COUNTRY CO-OP,2017,,4475,0
TX,ACAM II,HILL COUNTRY CO-OP,2018,,6365,0
TX,ACAM II,HILL COUNTRY CO-OP,2019,,6672,6860508.48
TX,ACAM II,HILL COUNTRY CO-OP,2020,,8258,18371046.96
TX,ACAM II,"SANTA ROSA TELEPHONE COOPERATIVE, INC.",2019,,2220,1720309.8
TX,ACAM II,"SANTA ROSA TELEPHONE COOPERATIVE, INC.",2020,,2226,4896773.4
TX,ACAM II,SOUTH PLAINS TEL,2003,,3,0
TX,ACAM II,SOUTH PLAINS TEL,2004,,3,0
TX,ACAM II,SOUTH PLAINS TEL,2005,,3,0
TX,ACAM II,SOUTH PLAINS TEL,2006,,3,0
TX,ACAM II,SOUTH PLAINS TEL,2007,,3,0
TX,ACAM II,SOUTH PLAINS TEL,2008,,8,0
TX,ACAM II,SOUTH PLAINS TEL,2009,,18,0
TX,ACAM II,SOUTH PLAINS TEL,2010,,72,0
TX,ACAM II,SOUTH PLAINS TEL,2011,,200,0
TX,ACAM II,SOUTH PLAINS TEL,2012,,349,0
TX,ACAM II,SOUTH PLAINS TEL,2013,,576,0
TX,ACAM II,SOUTH PLAINS TEL,2014,,804,0
TX,ACAM II,SOUTH PLAINS TEL,2015,,1154,0
TX,ACAM II,SOUTH PLAINS TEL,2016,,1874,0
TX,ACAM II,SOUTH PLAINS TEL,2017,,2320,0
TX,ACAM II,SOUTH PLAINS TEL,2018,,2614,0
TX,ACAM II,SOUTH PLAINS TEL,2019,,2868,3916766.88
TX,ACAM II,SOUTH PLAINS TEL,2020,,3215,9696293.76
TX,ACAM II,XIT RURAL TEL CO-OP,2015,,1196,0
TX,ACAM II,XIT RURAL TEL CO-OP,2016,,1196,0
TX,ACAM II,XIT RURAL TEL CO-OP,2017,,1196,0
TX,ACAM II,XIT RURAL TEL CO-OP,2018,,1196,0
TX,ACAM II,XIT RURAL TEL CO-OP,2019,,1196,1488316.2
TX,ACAM II,XIT RURAL TEL CO-OP,2020,,1196,4329828.6
TX,CAF II,AT&T INC.,2016,,993,42078420
TX,CAF II,AT&T INC.,2017,39373,9417,84156840
TX,CAF II,AT&T INC.,2018,59060,16041,126235260
TX,CAF II,AT&T INC.,2019,78746,35977,168313680
TX,CAF II,AT&T INC.,2020,98432,118033,210392100
TX,CAF II,"CENTURYLINK, INC.",2015,,41,6434878
TX,CAF II,"CENTURYLINK, INC.",2016,,458,21303130
TX,CAF II,"CENTURYLINK, INC.",2017,10874,833,34790283
TX,CAF II,"CENTURYLINK, INC.",2018,16311,1737,46896339
TX,CAF II,"CENTURYLINK, INC.",2019,21748,5144,58196751
TX,CAF II,"CENTURYLINK, INC.",2020,27184,28958,69497163
TX,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2016,,7038,9648351
TX,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2017,2036,9240,16303271
TX,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2018,3053,9240,19964762
TX,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2019,4071,11600,21880082
TX,CAF II,"CONSOLIDATED COMMUNICATIONS, INC.",2020,5088,12368,23795402
TX,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2015,,14,0
TX,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2016,,2359,26511645
TX,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2017,14884,14945,44339131
TX,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2018,22325,23194,61376796
TX,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2019,29767,29815,77953728
TX,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2020,37208,35433,94530660
TX,CAF II,"WINDSTREAM HOLDINGS, INC.",2019,35664,45536,21260796
TX,CAF II,"WINDSTREAM HOLDINGS, INC.",2020,44580,49968,42521592
TX,CAF II Auc,AMG TECHNOLOGY INVESTMENT GROUP LLC,2020,,8146,7585597.44
TX,CAF-BLS,"ALENCO COMMUNICATIONS, INC.",2018,,731,1535130
TX,CAF-BLS,"ALENCO COMMUNICATIONS, INC.",2019,,1340,3215166
TX,CAF-BLS,"ALENCO COMMUNICATIONS, INC.",2020,,2256,4710183
TX,CAF-BLS,"BLOSSOM TELEPHONE CO., INC.",2017,,1000,570725
TX,CAF-BLS,"BLOSSOM TELEPHONE CO., INC.",2018,,1000,1222272
TX,CAF-BLS,"BLOSSOM TELEPHONE CO., INC.",2019,,1000,2030286
TX,CAF-BLS,"BLOSSOM TELEPHONE CO., INC.",2020,,1000,2887404
TX,CAF-BLS,BRAZORIA TELEPHONE COMPANY,2016,,109,0
TX,CAF-BLS,BRAZORIA TELEPHONE COMPANY,2017,,109,1358146
TX,CAF-BLS,BRAZORIA TELEPHONE COMPANY,2018,,2109,3596394
TX,CAF-BLS,BRAZORIA TELEPHONE COMPANY,2019,,3211,7016952
TX,CAF-BLS,BRAZORIA TELEPHONE COMPANY,2020,,4109,11136114
TX,CAF-BLS,COMMUNITY TEL CO,2016,,524,0
TX,CAF-BLS,COMMUNITY TEL CO,2017,,961,957000
TX,CAF-BLS,COMMUNITY TEL CO,2018,,1340,2176650
TX,CAF-BLS,COMMUNITY TEL CO,2019,,1902,4018515
TX,CAF-BLS,COMMUNITY TEL CO,2020,,1947,5891010
TX,CAF-BLS,DELL TELEPHONE COOPERATIVE,2017,,9,649176
TX,CAF-BLS,DELL TELEPHONE COOPERATIVE,2018,,24,1418019
TX,CAF-BLS,DELL TELEPHONE COOPERATIVE,2019,,24,2146464
TX,CAF-BLS,DELL TELEPHONE COOPERATIVE,2020,,27,2788203
TX,CAF-BLS,EASTEX TEL COOP INC,2016,,2354,0
TX,CAF-BLS,EASTEX TEL COOP INC,2017,,3371,5548182
TX,CAF-BLS,EASTEX TEL COOP INC,2018,,6686,11670738
TX,CAF-BLS,EASTEX TEL COOP INC,2019,,26084,18577446
TX,CAF-BLS,EASTEX TEL COOP INC,2020,,27794,25026762
TX,CAF-BLS,"GANADO TELEPHONE COMPANY, INC.",2016,,33,0
TX,CAF-BLS,"GANADO TELEPHONE COMPANY, INC.",2017,,65,924822
TX,CAF-BLS,"GANADO TELEPHONE COMPANY, INC.",2018,,1076,1940532
TX,CAF-BLS,"GANADO TELEPHONE COMPANY, INC.",2019,,1251,3315204
TX,CAF-BLS,"GANADO TELEPHONE COMPANY, INC.",2020,,1326,4694994
TX,CAF-BLS,GUADALUPE VALLEY TEL,2019,,4428,11578056
TX,CAF-BLS,GUADALUPE VALLEY TEL,2020,,9691,23800974
TX,CAF-BLS,"HILLIARY ACQUISITION CORP. TEXAS, LLC",2017,,78,72648
TX,CAF-BLS,"HILLIARY ACQUISITION CORP. TEXAS, LLC",2018,,78,170316
TX,CAF-BLS,"HILLIARY ACQUISITION CORP. TEXAS, LLC",2019,,78,269034
TX,CAF-BLS,"HILLIARY ACQUISITION CORP. TEXAS, LLC",2020,,78,478314
TX,CAF-BLS,LA WARD TEL EXCHANGE,2017,,75,457848
TX,CAF-BLS,LA WARD TEL EXCHANGE,2018,,75,948708
TX,CAF-BLS,LA WARD TEL EXCHANGE,2019,,205,1483950
TX,CAF-BLS,LA WARD TEL EXCHANGE,2020,,610,1927824
TX,CAF-BLS,LAKE LIVINGSTON TELEPHONE COMPANY,2017,,1512,590540
TX,CAF-BLS,LAKE LIVINGSTON TELEPHONE COMPANY,2018,,1512,1036822
TX,CAF-BLS,LAKE LIVINGSTON TELEPHONE COMPANY,2019,,1512,1588539
TX,CAF-BLS,LAKE LIVINGSTON TELEPHONE COMPANY,2020,,1548,2359624
TX,CAF-BLS,LIPAN TEL CO,2016,,299,0
TX,CAF-BLS,LIPAN TEL CO,2017,,315,677754
TX,CAF-BLS,LIPAN TEL CO,2018,,442,1373736
TX,CAF-BLS,LIPAN TEL CO,2019,,1176,2177148
TX,CAF-BLS,LIPAN TEL CO,2020,,1291,2905644
TX,CAF-BLS,"NEVILL HOLDINGS, INC.",2016,,15,0
TX,CAF-BLS,"NEVILL HOLDINGS, INC.",2017,,706,3792950
TX,CAF-BLS,"NEVILL HOLDINGS, INC.",2018,,706,7601118
TX,CAF-BLS,"NEVILL HOLDINGS, INC.",2019,,1106,11482218
TX,CAF-BLS,"NEVILL HOLDINGS, INC.",2020,,1352,14913666
TX,CAF-BLS,NORTEX COMMUNICATIONS,2016,,348,0
TX,CAF-BLS,NORTEX COMMUNICATIONS,2017,,537,1017060
TX,CAF-BLS,NORTEX COMMUNICATIONS,2018,,537,2162940
TX,CAF-BLS,NORTEX COMMUNICATIONS,2019,,637,3513294
TX,CAF-BLS,NORTEX COMMUNICATIONS,2020,,901,4941420
TX,CAF-BLS,"PEOPLES TELEPHONE COOPERATIVE, INC.",2016,,28,0
TX,CAF-BLS,"PEOPLES TELEPHONE COOPERATIVE, INC.",2017,,665,2042412
TX,CAF-BLS,"PEOPLES TELEPHONE COOPERATIVE, INC.",2018,,1450,4456662
TX,CAF-BLS,"PEOPLES TELEPHONE COOPERATIVE, INC.",2019,,2435,7855746
TX,CAF-BLS,"PEOPLES TELEPHONE COOPERATIVE, INC.",2020,,3848,12268866
TX,CAF-BLS,"SOUTHWEST TEXAS TELCOM, INC.",2016,,55,0
TX,CAF-BLS,"SOUTHWEST TEXAS TELCOM, INC.",2017,,798,1373322
TX,CAF-BLS,"SOUTHWEST TEXAS TELCOM, INC.",2018,,844,3026346
TX,CAF-BLS,"SOUTHWEST TEXAS TELCOM, INC.",2019,,3408,5301036
TX,CAF-BLS,"SOUTHWEST TEXAS TELCOM, INC.",2020,,3628,7819026
TX,CAF-BLS,"USCONNECT HOLDINGS, INC.",2016,,345,0
TX,CAF-BLS,"USCONNECT HOLDINGS, INC.",2017,,875,465066
TX,CAF-BLS,"USCONNECT HOLDINGS, INC.",2018,,1476,1116012
TX,CAF-BLS,"USCONNECT HOLDINGS, INC.",2019,,1793,2136114
TX,CAF-BLS,"USCONNECT HOLDINGS, INC.",2020,,2423,3086076
TX,CAF-BLS,VALLEY TEL CO-OP -TX,2016,,486,0
TX,CAF-BLS,VALLEY TEL CO-OP -TX,2017,,810,4773072
TX,CAF-BLS,VALLEY TEL CO-OP -TX,2018,,1135,9857106
TX,CAF-BLS,VALLEY TEL CO-OP -TX,2019,,1436,15310777
TX,CAF-BLS,VALLEY TEL CO-OP -TX,2020,,2106,20381338
TX,RBE,JAB WIRELESS INC,2019,3707,2580,240747.48
TX,RBE,JAB WIRELESS INC,2020,4361,3964,481494.96
TX,RBE,"NEVILL HOLDINGS, INC.",2017,,21,12489.36
TX,RBE,"NEVILL HOLDINGS, INC.",2018,,21,24978.72
TX,RBE,"NEVILL HOLDINGS, INC.",2019,20,21,37468.08
TX,RBE,"NEVILL HOLDINGS, INC.",2020,20,22,49957.44
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2006,,1452,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2007,,1545,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2008,,1569,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2009,,1623,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2010,,1667,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2011,,1685,0
UT,ACAM,GUNNISON TELEPHONE COMPANY,2012,,29,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2012,,1727,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2013,,1798,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2014,,2059,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2015,,2686,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2016,,3311,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2017,,3978,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2018,,4423,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2019,,4630,2331622.08
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2020,,5050,6227102.16
UT,ACAM II,BEEHIVE TEL CO - UT,2018,,11,0
UT,ACAM II,BEEHIVE TEL CO - UT,2019,,75,2263259.52
UT,ACAM II,BEEHIVE TEL CO - UT,2020,,90,5553647.04
UT,CAF II,"CENTURYLINK, INC.",2016,,130,3225471
UT,CAF II,"CENTURYLINK, INC.",2017,1747,168,5120271
UT,CAF II,"CENTURYLINK, INC.",2018,2620,270,7015071
UT,CAF II,"CENTURYLINK, INC.",2019,3493,711,8909871
UT,CAF II,"CENTURYLINK, INC.",2020,4366,4207,10804671
UT,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2015,,962,1733732
UT,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2016,,1046,4280780
UT,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2017,2056,1999,6827828
UT,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2018,3084,2964,9374876
UT,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2019,4112,3549,11921924
UT,CAF II,FRONTIER COMMUNICATIONS CORPORATION,2020,5140,3662,14468972
UT,CAF-BLS,"DIRECT COMMUNICATIONS CEDAR VALLEY, LLC",2018,,8719,1472892
UT,CAF-BLS,"DIRECT COMMUNICATIONS CEDAR VALLEY, LLC",2019,,8719,3514980
UT,CAF-BLS,"DIRECT COMMUNICATIONS CEDAR VALLEY, LLC",2020,,9954,5564004
UT,CAF-BLS,"EMERY TELCOM HC, INC.",2016,,2159,0
UT,CAF-BLS,"EMERY TELCOM HC, INC.",2017,,5790,1319406
UT,CAF-BLS,"EMERY TELCOM HC, INC.",2018,,8568,2927874
UT,CAF-BLS,"EMERY TELCOM HC, INC.",2019,,9785,5116038
UT,CAF-BLS,"EMERY TELCOM HC, INC.",2020,,10615,7118928
UT,CAF-BLS,MANTI TEL CO,2017,,3,351060
UT,CAF-BLS,MANTI TEL CO,2018,,49,798906
UT,CAF-BLS,MANTI TEL CO,2019,,61,1400124
UT,CAF-BLS,MANTI TEL CO,2020,,111,1983636
UT,CAF-BLS,"SOUTH CENTRAL UTAH TELEPHONE ASSOCIATION, INC.",2016,,956,0
UT,CAF-BLS,"SOUTH CENTRAL UTAH TELEPHONE ASSOCIATION, INC.",2017,,2281,2880954
UT,CAF-BLS,"SOUTH CENTRAL UTAH TELEPHONE ASSOCIATION, INC.",2018,,4894,6233760
UT,CAF-BLS,"SOUTH CENTRAL UTAH TELEPHONE ASSOCIATION, INC.",2019,,6639,10308072
UT,CAF-BLS,"SOUTH CENTRAL UTAH TELEPHONE ASSOCIATION, INC.",2020,,7010,13806258
UT,ACAM,GUNNISON TELEPHONE COMPANY,2013,,215,0
UT,ACAM,GUNNISON TELEPHONE COMPANY,2014,,215,0
UT,ACAM,GUNNISON TELEPHONE COMPANY,2015,,215,0
UT,CAF II,"CENTURYLINK, INC.",2015,,68,1330671
UT,ACAM,GUNNISON TELEPHONE COMPANY,2016,,291,0
UT,ACAM,GUNNISON TELEPHONE COMPANY,2017,,301,338637.84
UT,ACAM,GUNNISON TELEPHONE COMPANY,2018,,321,796794.96
UT,ACAM,GUNNISON TELEPHONE COMPANY,2019,,321,1250642.4
UT,ACAM,GUNNISON TELEPHONE COMPANY,2020,130,326,1704489.84
UT,ACAM,LICT CORPORATION,2012,,191,0
UT,ACAM,LICT CORPORATION,2013,,276,0
UT,ACAM,LICT CORPORATION,2014,,1077,0
UT,ACAM,LICT CORPORATION,2015,,1410,0
UT,ACAM,LICT CORPORATION,2016,,1755,0
UT,ACAM,LICT CORPORATION,2017,,2300,4486660.44
UT,ACAM,LICT CORPORATION,2018,,2650,10556848.32
UT,ACAM,LICT CORPORATION,2019,,3081,16881128.16
UT,ACAM,LICT CORPORATION,2020,1777,3649,23205408
UT,ACAM,"UBTA-UBET COMMUNICATIONS, INC",2016,,3364,0
UT,ACAM,"UBTA-UBET COMMUNICATIONS, INC",2017,,5048,7736235.12
UT,ACAM,"UBTA-UBET COMMUNICATIONS, INC",2018,,5652,17191633.68
UT,ACAM,"UBTA-UBET COMMUNICATIONS, INC",2019,,5876,27250671.84
UT,ACAM,"UBTA-UBET COMMUNICATIONS, INC",2020,2927,6593,37309710
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2000,,1194,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2001,,1213,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2002,,1260,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2003,,1299,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2004,,1333,0
UT,ACAM II,"ALL WEST COMMUNICATIONS, INC.",2005,,1391,0
VA,CAF II Auc,PRINCE GEORGE ELECTRIC COOPERATIVE,2019,,1121,898490.95
VA,CAF II Auc,PRINCE GEORGE ELECTRIC COOPERATIVE,2020,,2024,2438761.15
VA,CAF II Auc,"SUNSET DIGITAL COMMUNICATIONS, LLC",2020,,582,2397945.24
VA,CAF II Auc,VERIZON COMMUNICATIONS INC.,2017,,41,0
VA,CAF II Auc,VERIZON COMMUNICATIONS INC.,2018,,65,0
VA,CAF II Auc,VERIZON COMMUNICATIONS INC.,2019,,68,102483.12
VA,CAF II Auc,VERIZON COMMUNICATIONS INC.,2020,,69,256207.8
VA,CAF-BLS,BUGGS ISLAND COOP,2018,,1599,237672
VA,CAF-BLS,BUGGS ISLAND COOP,2019,,1849,542178
VA,CAF-BLS,BUGGS ISLAND COOP,2020,,1967,765966
VA,CAF-BLS,BURKE'S GARDEN TEL,2016,,170,0
VA,CAF-BLS,BURKE'S GARDEN TEL,2017,,205,51774
VA,CAF-BLS,BURKE'S GARDEN TEL,2018,,206,112986
VA,CAF-BLS,BURKE'S GARDEN TEL,2019,,206,185802
VA,CAF-BLS,BURKE'S GARDEN TEL,2020,,207,255456
VA,CAF-BLS,NEW HOPE TEL COOP,2016,,6,0
VA,CAF-BLS,NEW HOPE TEL COOP,2017,,6,122112
VA,CAF-BLS,NEW HOPE TEL COOP,2018,,6,268056
VA,CAF-BLS,NEW HOPE TEL COOP,2019,,365,499770
VA,CAF-BLS,NEW HOPE TEL COOP,2020,,379,858906
VA,CAF-BLS,SHENANDOAH TELECOMMUNICATIONS COMPANY,2016,,131,0
VA,CAF-BLS,SHENANDOAH TELECOMMUNICATIONS COMPANY,2017,,268,2726646
VA,CAF-BLS,SHENANDOAH TELECOMMUNICATIONS COMPANY,2018,,418,6677376
VA,CAF-BLS,SHENANDOAH TELECOMMUNICATIONS COMPANY,2019,,484,11589312
VA,CAF-BLS,SHENANDOAH TELECOMMUNICATIONS COMPANY,2020,,561,14914086
VA,RBE,BARC ELECTRIC COOPERATIVE,2018,,705,23991.72
VA,RBE,BARC ELECTRIC COOPERATIVE,2019,681,821,47983.44
VA,RBE,BARC ELECTRIC COOPERATIVE,2020,681,821,71975.16
VA,ACAM II,PEMBROKE TEL COOP,2011,,416,0
